작성일,좋아요 수,본문,해시태그,댓글 목록
hiilmaasofii | 2024-06-12 | ❤️❤️❤️❤️😍😍😍😍
_ko2mi | 2024-06-12 | なんだこれは！？
yhyzzziii966 | 2024-06-11 | 话筒的声音怎么能这么大
artqw.__ | 2024-06-11 | 😂
pecint4_an1me | 2024-06-09 | Bungkus mah gede isi nya dikit
h2.jxu | 2024-06-06 | 얃
matchadate_03 | 2024-06-04 | @nephdead kalo misalnya ini cilla gimana? 😂
sunoohearteu | 2024-06-04 | 나는 당신을 너무 사랑하고 왠지 너무 재미있어요 😂
sunoohearteu | 2024-06-04 | OMGGG ㅋㅋㅋ, 정말 해보고 싶어요!
ziiacristel | 2024-06-02 | Œ
hz_err7 | 2024-05-25 | Yang melon plingg enakk😍
juha0877 | 2024-05-25 | 사과도 부드러워서 맛있어용!먹어보세용
sarmilaa05_ | 2024-05-24 | Mungkin cuman dia yg belum oplas
nailyourmouthshutofc | 2024-05-23 | Dang she grew up lol I remember seeing her wen she was little doing these
caeyuni301 | 2024-05-19 | 옥수수 옥수수 젤리인줄 알았던 사람 >>>>>>
hom.18.01 | 2024-05-19 | Ytehihff🙌😂
_hrvzw | 2024-05-18 | @sarang_1319 @jian1312_
iuki_ai | 2024-05-18 | Jagung itu buah?? Baru tau😮
j.11_h | 2024-05-17 | 실례지만.. 어디서 팔나요...?
asma_moshfegh | 2024-05-17 | 나는 당신이 아름답다고 생각하지 않습니다 🙌
choiodi100 | 2024-05-16 | I really love you so cute💖
nueix_s | 2024-05-16 | 손이 넘 이쁘다
none_hope_me | 2024-05-15 | 어디서 팔아요?
suzye_14 | 2024-05-15 | 언니잉 담에는 마라탕 3단계 해주세요 ㅠ
sxohe_x | 2024-05-15 | ASMR겉아영!>:3
hrt._.mm.luv | 2024-05-14 | 빨리 물을 줘
ix_rose33 | 2024-05-14 | 너무 맛있어 보여요 하하
ede414 | 2024-05-14 | ❤️❤️
h_sun1010 | 2024-05-14 | 와 저 과일 동결건조 좋아하는데ㅔ...ㅠ
bgtnvva | 2024-05-13 | SHE LOOKS LIKE ASA
afifa_hss.family | 2024-05-13 | Gak ngerti saya kamu ngomong apa
freedom2317 | 2024-05-13 | 구입처알수있을까요?
jooha.oi | 2024-05-13 | Vienen las bolsas como muy vacias 😢
9_9i0huiiii | 2024-05-13 | 🧏🏻‍♀️🤏🏻
_d_h.11_ | 2024-05-13 | 동결건조된걸 한번 더 하면 어떻게 될까
coeyena775 | 2024-05-12 | 화장을 하다니... 언니는 쌩얼이 더 예뻐
yiso.kim | 2024-05-12 | 동결건조 칼로리가 어때용?
howarryou30 | 2024-05-12 | 와 군침 흐른다
h_ugs_1102 | 2024-05-12 | 변성기 오셨네 진짜 누나 같으
berydaon | 2024-05-12 | 이칩이야 애기한테 많이 먹였었는데 반갑네용❤️
neginelahi.73 | 2024-05-12 | 너무 맛있게 드시네요. 나는 그러고 싶었다.🤤
neginelahi.73 | 2024-05-12 | 넌 정말 대단해, 자기야. 행운을 빌며💜
happy_seon_you_v_ | 2024-05-12 | 디게맛있어보인다...1빠!
luvr_dona | 2024-05-12 | Nice 😍❤️
yxxn_seul | 2024-05-12 | 1"
2024-05-09,8.4만,얼린 왁스병 캔디🥶 frozen wax bottle candy!! 64주,"#toctocsia, #톡톡시아, #왁스병캔디, #얼린왁스병캔디, #asmr, #먹방, #mukbang, #먹스타그램, #이모지먹방","ha.yeong0102 | 2024-08-08 | 겉에 왁스 먹으면 안돼요!
da._hye12 | 2024-08-05 | 순간 프로필 보고 톡톡시아 아닌줄ㅋㅋ
shhhw139dt | 2024-08-03 | 원래같이먹는건데요?
ydoa._dkl | 2024-07-15 | Birdaha yapma
sonhayun74 | 2024-07-14 | 안먹었다 치기에는 너무 잘 먹는데
_ho_chul98 | 2024-07-11 | 마이컷다
nya.62424 | 2024-07-11 | Y’all those candy’s aren’t good there so sour n horrid
s._e_ie_ | 2024-07-09 | 온니...이뿌당...
pokeko123 | 2024-07-08 | これ買ったことあるけどオレンジ味が一番不味かった
milkeesm120831 | 2024-07-03 | 이 언니 왤케 많이 컸어😢
el_chino_cara_de_peo | 2024-06-30 | Mira para la caMara📸
ysr_248_b | 2024-06-14 | Emmm😘🥰😍😋😛😚😙😗 1/10🤨🤨🤨
muhammad_19_pkht | 2024-06-13 | bilu aranigi graini
jihyeontae32 | 2024-06-10 | 몇세입니까
sunoohearteu | 2024-06-04 | 정말 좋아 보이네요! 한번 해보고 싶어요 일반버전이랑 동결건조 버전이랑😍
kearneykevmel4 | 2024-05-31 | Umm i don’t think you eat the wax 😳
amaliavputri | 2024-05-22 | Your tooth was strong
mim4.648 | 2024-05-22 | 얼굴도 예뻐지고 더 성숙해 져쓰ㅓ
isthatbibiana | 2024-05-20 | Brand???
8sxva_ | 2024-05-19 | 저거 ㄹㅇ 맛없던데.. 어케먹누..
aei.heru_muh_ | 2024-05-19 | 존나예뻐지셨네
blossxm.so6 | 2024-05-19 | 어디서 살 수 있나요?
seo._cx3 | 2024-05-19 | ???:그거 맛 다 똑같은거에요~
seo._cx3 | 2024-05-19 | 😢
youngbin0331 | 2024-05-18 | 식감개쩐다ㄷㄷ
khomka81 | 2024-05-17 | Как это называется?
sh_qk_pk | 2024-05-15 | 왁스는 질겅질겅 씹다가 휴지에싸서 버리는데
s.ying_z | 2024-05-14 | 
ch.ex0 | 2024-05-14 | 와. . 이분은 점점이뻐지시는듯
kdg08612 | 2024-05-13 | @seo.j2n
qoehwoojsjakso23 | 2024-05-13 | 헐 진짜 많이 크셨다 ㅜㅜ 갈색머리 초딩때 종종 봤는데 넘 반갑구 예쁘당
demos_the_hellhound | 2024-05-13 | Girly did you freeze it?
rimyusaaaa | 2024-05-12 | ※外のワックスは食べませんでした
って書いてあります〜！
anas___lavezta | 2024-05-12 | 😍
anas___lavezta | 2024-05-12 | 😮
_xunchxx | 2024-05-12 | 저거 많이 비싸지 않나여?
nattha_mon2013 | 2024-05-12 | เสียงกัดคือแบบ🤤🤤
_dam411_ | 2024-05-12 | 손 예쁘시네욥
lotte_win.pls | 2024-05-12 | 왤케 많이 컸어..?
linazh4ng | 2024-05-12 | Its honeybee wax yall chill
s.ozm1 | 2024-05-12 | 안녕하세요~~~~
요즘 톡톡시아 정말 잘보고있습니다~~~😍😍😍😍
저런 따님 있으샤서 행복하시겟서요~~~~
앞으로 이런영상 많이 얼려주시고 건강하세요~~~😍😍👏😘😍❤️❤️❤️😘😍😍
2.jiy0_u | 2024-05-12 | 왁스말고 락스는...
ececoskunlar | 2024-05-12 | 86715
dayez_zz | 2024-05-11 | @chaeyeon_lee__ 너밖에 생각안난다죠
mimikkoharu | 2024-05-11 | あの小さな子がこんなに素敵なお姉さんになったの〜!
何だか感慨深い🥰
ladvxx | 2024-05-11 | 그리고 어디서 구매가능한지 알려주세요
srxndypity_ | 2024-05-11 | she said that she didnt eat the wax guys dont worry 😂
abanggelion | 2024-05-11 | 먹고싶다
koko._.0602 | 2024-05-11 | え、白いのって、、ワックスじゃなかったけ、？
yhn_ex | 2024-05-11 | 전 블루 최애용~~
_xxmii.10 | 2024-05-11 | こういうのって色で人の目が錯覚してるだけで全部味一緒ですよ
worakan_saelow | 2024-05-11 | 너무 귀엽고 아름답습니다.
jeonyugweon6 | 2024-05-11 | 이분 나이가 어떻게 되죠?
runa._.sasaki | 2024-05-11 | NOO! Don’t eat the wax😭 you’re supposed to bite off the top and drink it, but it’s frozen😭😭😭😭
petallong | 2024-05-11 | BLUE 6/10!??!!?
hand__yejung | 2024-05-11 | 왁스는 식용왁스 입니다 먹어도돼요ㅠㅠ 양초녹인거면 안팔겠죠?
rpaca_0706 | 2024-05-11 | 꼬꼬마일때부터봤는데 벌써 이렇게 컸네요ㅎㅎ그만큼 나도 늙음.....
haniefnxtdoor_ | 2024-05-11 | @itszahranur mirip
xlost_lambx_ | 2024-05-11 | Wax
m1nn_jjun | 2024-05-11 | 얼마나 크신거야 이제 렌즈끼시네
hamid_reza.m.z | 2024-05-10 | ❤️
jameelaelabraq | 2024-05-10 | Girl had brown hair now she has black hair
_ouo_ud_xoxo | 2024-05-10 | 뭐야? 언제이랗게 컸지????
cy__0110 | 2024-05-10 | 吵
umekodesu | 2024-05-10 | 外の白いヤツって食べれるんですか？
xlmon8_ | 2024-05-10 | ロウソク食べてる！
njq_6xi | 2024-05-10 | これって中身だけ食べるんじゃないんだ！初めて知った！
yu_han8160 | 2024-05-10 | 난 그거 먹는건줄 알고 걍 씹어먹었는데
_lilniusha | 2024-05-10 | نخوردم ولی فکر کنم قرمزه خوشمزه باشه ؟
minje179 | 2024-05-10 | 페이보리
diahh0251 | 2024-05-10 | Lilin nya jangan dimakan makan selai nya aja
unsolvedmysteries1 | 2024-05-10 | I don’t think you’re supposed to eat the wax
appocallyse | 2024-05-10 | i need try it 💔
keil_yjm | 2024-05-10 | 저는 멕시코에서 왔어요 🇲🇽🇲🇽 안부를 전해주세요
7u.xzeo_ | 2024-05-10 | 왁스병 특:겨울에 문구점 가면 얼어있어서 집가서 안 얼려도됨
cuculi_1907 | 2024-05-10 | eat normally
zereeemmm_ | 2024-05-10 | 이 사탕은 뭐라고 부르나요?
azurx_oa | 2024-05-10 | 저건 어뜨케 먹는거에요??
isiyun366 | 2024-05-10 | 왁스 뱉고 어케 처리하죠
abcdee717chill | 2024-05-09 | 선텁이쁘다 나같으면 맨날 asnr이나 하고 다니지😍👏👏
_w.xlo10 | 2024-05-09 | 이거 어디팜
egshiglngdishd | 2024-05-09 | How old are u?
ars_redman | 2024-05-09 | 大きくなったなー☺️
loolooyummy | 2024-05-09 | Crunch crunch 😍😍😍😍
bill.l___ | 2024-05-09 | Doesn't your tooth hurt?
71m_limlim | 2024-05-09 | is this a snack?😮😮😮😮
kim_seayoon | 2024-05-09 | 겉에왁스먹으면안되나요?
akshalalit | 2024-05-09 | Traverse 🌍"
2024-05-08,1.4만,여러분~이번 5월 가정의달 선물은 무조건 이겁니다!!! 바주카 스페셜 패키지 64주,"#바주카스페셜패키지, #어린이날선물추천, #조카선물, #바주카캔디, #틱톡캔디, #틱톡간식, #바주카, #간식추천, #Bazookacakepackage","park_sieun12 | 2025-05-18 | 언니 삐삐머리 현타안와?
jobircek_888 | 2024-08-11 | 29.900원? 아주 비싸요😳
shinsk1124 | 2024-08-05 | 우리아빠가1개라도먹었는데신데요
gamewook_1228 | 2024-06-01 | 혹시 몆살이에요?
osubeom1 | 2024-05-24 | 브랜드명 처음알았음
shreyad2316 | 2024-05-24 | Your voice is a little similar to jisoo ❤️❤️❤️
meongi28 | 2024-05-18 | 저거 한개에 3000원 하던데ㄷㄷ
nnddpt_ | 2024-05-18 | 😂
sh_qk_pk | 2024-05-15 | 단점: 사탕치곤 ㅈㄴ비싸다;;
s.huun1 | 2024-05-12 | @hr_.169 사줘
syj_ddong | 2024-05-12 | 저거 개맛있음
k_tt_00 | 2024-05-12 | 치과는열일하겠구만
o_chaewon | 2024-05-11 | @eun_jin_n.n 야 이거 미국에서 가장 사랑받는 사탕 브랜드래 우리가 환장했던 이유가 있었음
hx.ran2 | 2024-05-11 | ㅁ마싯겟다
lee_0290 | 2024-05-11 | @hw.ang626 ,@sunyoul13 영어마을 생존 품
sx._jji | 2024-05-10 | @aaaareum_kim 이거 사줘
wxeziuux__ | 2024-05-09 | 헐 혹시 넷플 베스트탐정단에서 성우 하셨나요 착한여자애 목소리랑 똑같은데
hayaung_12 | 2024-05-09 | 그거 한개씩 우리 집앞 편의점에 한개당 1천우ㅗㄴ ㅅㅂ호 ㅗㅗ
isua7736 | 2024-05-08 | 완전 핫할것 같은 제품..ㄷㄷ❤️❤️
allcircle_ | 2024-05-08 | @jiwoo_an_ 쥬쥬쥬.. 지우씨 실례가 안 된다면 사탕 하나만 사주십쇼..🍭
s3a.6h | 2024-05-08 | 시아언니! 이거 얼마에요??
lyaxv_2 | 2024-05-08 | 2빠
se0yx_n.3 | 2024-05-08 | 7분전!! 1빠!!
saj_os0 | 2024-05-11 | @jo_o13p_q
g4.hvvx_ | 2024-05-11 | @hy._.un.11 같이 먹을쉴
boramkim79230 | 2024-05-09 | @euncong_coe 와 수아 사탕이다
juhanyul8 | 2024-05-12 | @hwangseonggeum22 엄마 사주세요😢
subeeeen._.96 | 2024-05-11 | @subeeeen93 삼촌아 사줘라
sh_j120 | 2024-05-23 | @taegyeong_425 니 이거 말한거지
coegyubin565 | 2024-05-31 | 나 저거 샀는데 진짜 마씨어여
jjingjjingmamma | 2024-05-09 | 비싼건둘째치고 죄다먹기가 힘든캔디ㅠ"
2024-05-04,2.9만,엽떡 펄볶이??😱 64주,"#toctocsia, #톡톡시아, #먹방, #mukbang, #펄볶이, #엽떡, #asmr","w.sol14 | 2025-06-23 | 엽기 펄볶이 아닌가요오..
simjuri3940 | 2025-06-13 | 👏👏👏👏
ywionog | 2024-07-14 | 我不行欸 黑糖的味道加在裡面感覺好怪🤕
kdg08612 | 2024-05-28 | @seo.j2n 맛있냐?
chookoyay | 2024-05-20 | kirain tutut njir
kaerrjaq | 2024-05-18 | 저거 떡볶이에다가 초콜릿 넣은거 같은데
tahs_132 | 2024-05-18 | Nhỏ này khùng hả
sir.sweet12 | 2024-05-17 | ?/10
dlahzkt | 2024-05-14 | ？
mumu02172020 | 2024-05-09 | 저기요 죄송한데요 이빨로 좀 먹지말아주세요
jensoo__01 | 2024-05-09 | 怎麼可以把黑糖珍珠加進去辣炒年糕裡（哭哦🥹🥹🥹
fu_1104_ | 2024-05-07 | 看到這個影片，我終於懂義大利人的感受了
moh__med__bmw | 2024-05-07 | ❤️
da.mar1599 | 2024-05-07 | @sweartcht
2sh_ww | 2024-05-06 | @seo_wldnjs
je71409 | 2024-05-06 | 맛있😮겟다
bu__gm | 2024-05-06 | @jsm6_7 니애미
southside.shay69 | 2024-05-06 | She got so much older omg !! 💕
chni1.__ | 2024-05-06 | 蛤？
c0nxin_ | 2024-05-05 | 이렇게 많이 먹으면서 살이 안 찌녀요.. 부러워요
xinying.cheah.1 | 2024-05-05 | 🤤
school_die11 | 2024-05-05 | 저기.. 목에 소스 묻으셨는데 얼마나 맛있으면...
hip_jieun | 2024-05-05 | 공차에서 펄떡볶이 맹글어서 엽떡에서도 펄떡볶이를 만든건가용??
iminju536 | 2024-05-04 | 저게뭔
sshazuka | 2024-05-04 | Is that Boba? 🤨
gwksb621 | 2024-05-04 | 결론:엽떡은 맛있다
omar.khdr.akoy | 2024-05-04 | 맜있어요?
hx.sol_11 | 2024-05-04 | 그럼 떡볶이에서 흑당맛나는거에요?.
adonisxavier5 | 2024-05-04 | tteokpopkki eaten with grandmother's buffalo? Are you crazy?
artariaria | 2024-05-04 | Is that.....bobba & tteokpokki?
se0yx_n.3 | 2024-05-04 | 16분전!! 오늘 엽떡 먹엇어용!! 맛이 궁금하네용😢
cirrus_enthusiast | 2024-05-04 | Crime
luvr_dona | 2024-05-04 | Good 😍
ix_rose33 | 2024-05-04 | 어쩌면 맛있을 것 같지 않나요?"
2024-04-30,13.5만,셀러리 소스별 먹방!😱Celery emoji mukbang!! 65주,"#toctocsia, #톡톡시아, #셀러리, #celery, #asmr, #먹방, #mukbang, #먹스타그램","rokawael145 | 2024-08-01 | You have smile eye 😍
nastik1463 | 2024-07-27 | 🐰🐰
burbuja276 | 2024-07-23 | 안녕하세요
burbuja276 | 2024-07-23 | 안녕
erkezhanakhmetbek | 2024-07-10 | これはイチジクの木ですか？
lil.rose.06 | 2024-07-09 | یام یام یام
cc_on9_on99_ | 2024-07-08 | Stop eating like a kid
elabaydemir78 | 2024-07-07 | I LOVE YOU
anggiaalfianaa | 2024-07-04 | @putriabdin ini mirip brita versi sunlight cerahnyaa
joooooh_jo_ | 2024-07-03 | That sound was sooooo satisfying 😌👍🏻
afika__26 | 2024-06-28 | 𝐤𝐲𝐤𝐧𝐲𝐚 𝐚𝐤𝐮 𝐬𝐝𝐡𝐡 𝐭𝐞𝐫𝐥𝐚𝐥𝐮 𝐣𝐚𝐮𝐡𝐡
somiaeyo | 2024-06-26 | 샐러리 크림치즈 발라먹으면 맛있대요!!😮
chayrafayyolanafhifa | 2024-06-25 | Ka
chayrafayyolanafhifa | 2024-06-25 | Ka
chayrafayyolanafhifa | 2024-06-25 | Ka
chayrafayyolanafhifa | 2024-06-25 | Ka
chayrafayyolanafhifa | 2024-06-25 | Ka itu ap
delee_delee | 2024-06-22 | 나쁘지는 않지만 좋지도 않음
itz_uki_ | 2024-06-21 | Don't hear this with headphones on
ji_iyeon08 | 2024-06-17 | 맛있는 소스와 맛 없는 소스 표정이 다 드러나는게 너무 귀엽다
z.fuxcy.98 | 2024-06-16 | 볼이 너무 귀여워요!ᰔ
iblamehira | 2024-06-10 | Udah gedeee😢
tiaren.jmrr | 2024-06-08 | @laren_imsong_17 you look like her!!👹
mupp.flowerss | 2024-06-06 | 당신은 정말 아름다워요 ෆ
1its_me_jihane_0 | 2024-06-05 | بلاتي الخرشف أش كيدير تما😂😂😂😂😂😂
_jan_nat2011 | 2024-06-04 | Чүкөрү это по Кыргызский надо с солью кулатты
altynai_baymamurova | 2024-06-02 | Сенің қызың айша ма???
myktybaevaizere | 2024-05-30 | Пик ми
cemall.uyyyy | 2024-05-30 | 나는 그를 보는 것을 정말 좋아합니다. fyp Instragram에서 그를 처음 봤을 때부터 그의 콘텐츠가 더욱 마음에 들었습니다. 🙌
kdg08612 | 2024-05-28 | @seo.j2n 샐러리 나도 맛있더라
hassan.alizade.921 | 2024-05-26 | Those fruit is my fav fruit
yenhoang4246 | 2024-05-25 | môi k để tự nhiên đc hay s
_itskringkring | 2024-05-25 | I don't like it 🙄
handongan33 | 2024-05-22 | 성인다됐다
saskya.aura | 2024-05-21 | Krauk krauk krauk👏
rexy_yongcw | 2024-05-21 | Damn she's so grown up now!❤️ I'm feeling old
truong.do.94617 | 2024-05-19 | Xĩ 😂
h_aeu.n0 | 2024-05-19 | 셀러리가 한 몫하네요
11nichxmo_n | 2024-05-19 | @jatanptoy_.00 น่ากินว่ะ
aizhana_27.07.2012 | 2024-05-18 | Она не попробовала чукуру с солью
sysy0630 | 2024-05-14 | 소리 ㄴㅓ무좋아옹😍
wiphaakuul | 2024-05-13 | กุที่งงว่าผักกินกับช็อกโกแลตได้
m.mustafin07 | 2024-05-13 | Блять селдерй калай жит
cheung_boss | 2024-05-12 | ❤️❤️❤️❤️❤️❤️
lamoy314 | 2024-05-12 | tabasco is so good
otdort_blink | 2024-05-12 | Rabbit
nope_1m_g00d | 2024-05-11 | Why did i thought I was asa(from baby monster)
jangseoeun691 | 2024-05-09 | 팔로우했따
krhalyeedn_mmmk | 2024-05-08 | كلي زي الادميين
addi_is_chill | 2024-05-07 | What's that green ???
crescenthli | 2024-05-07 | Try peanut butter! I can only eat celery with peanut butter.
yejiskitchenstories | 2024-05-06 | 미국에서는 간식으로 땅콩버터랑 먹어요!
art_azull | 2024-05-06 | Celery?
wpdlal92 | 2024-05-05 | 다음에는 렌치 드레싱에 찍어 잡솨바 미침
s3uia | 2024-05-05 | الخرشف
parkd.oha1 | 2024-05-04 | 전 개인적으로 위에가 땅콩버터랑 건포도를 얹어서 먹어요 영어론 Ant on a log 라고 하는 유명한 간식입니다
j0_xun10 | 2024-05-04 | 확실히 마라탕후루년보단 낫다 ㅇㅇ
_eeheaj | 2024-05-02 | 소리 넘무 좋아여❤️❤️힐링돼용
hxpdx | 2024-05-02 | 맛있겠다ㅠㅠ
_fateme_sadat_98 | 2024-05-02 | ROSE blackpink
jinya938 | 2024-05-02 | wow❤️
aya_sokr_123 | 2024-05-01 | بس بدي افهم شوسر بياضك😭
kittyyauuu_ | 2024-05-01 | None of your videos are perfect marks🙄
sha.lliv | 2024-05-01 | Is it me.or i just didn't like celery
chaymaaelkadiri | 2024-05-01 | How old are you. 😍
namyumi88 | 2024-05-01 | 샐러리 마요네즈 조합❤️
daxiex._ | 2024-05-01 | 샐러리는 랜치지
mungjin230418 | 2024-05-01 | 오래만에 방문해는데 여전이 이쁘요~
bo_ut_ai_na_0 | 2024-05-01 | خرشف خرشف خرشف
luvr_dona | 2024-05-01 | Perfect 👌
xiaong_leo | 2024-05-01 | How old is she?
__luen_22__ | 2024-05-01 | 와 진짜..손 댄스 아가때?하는거 봤는데 진짜 잘컷다
nisaws_.1 | 2024-04-30 | ❤️
wxx._r1m.01 | 2024-04-30 | 쓰던데
moh__med__bmw | 2024-04-30 | ❤️❤️
_slm_117 | 2024-04-30 | ❤️
emy.hanbias | 2024-04-30 | ❤
baeggayun751 | 2024-04-30 | 초코시럽 애반데
hxwon_c | 2024-04-30 | 빨리 왔다
ijiae0614 | 2024-04-30 | 16 분전 3빠
2a._luy | 2024-04-30 | 1분전 ㄷㄷ 언니 사랑해유 닭발먹어쥬세용
se0yx_n.3 | 2024-04-30 | 1분전!! 1빠!!"
2024-04-28,4만,집에서 배라 아이스크림 만들기!😱 Making baskinrobbins ice cream!! (제품 정보는 프로필 링크 참조) 65주,"#toctocsia, #톡톡시아, #배라, #배라아이스크림, #asmr, #먹방, #mukbang, #아이스크림메이커","coetaeeun13 | 2025-01-19 | 베라아이스크림먹어주셔요
itaeun97_cat | 2024-08-08 | 반민초단 하트 ㄱㄱ
kdg08612 | 2024-05-28 | @seo.j2n 나 오늘 라면 먹음
munku3692 | 2024-05-11 | 져지 잘어울리시네요
as_sych | 2024-05-07 | 아이스크림 모드 2번 돌리면 베라처럼 꾸덕해진데요!!
si.e_13 | 2024-05-06 | 저 3번째로 제 댓에 저를 태그하신분은...베라 깊티 선물!
korean_dance_2013 | 2024-05-01 | 이거 우리집에도 있는뎅
miraeiei | 2024-05-01 | @mr_hurt.r6 อยากได้เครื่องนี้เลย
ol4a0o | 2024-05-01 | 꽁꽁얼어붙은한강
jung._.csl | 2024-04-30 | 아이고.... 옷에 다 흘리네ㅔ
bla00ne | 2024-04-30 | Kok beda ama yg di gambar😭
kim_cinna | 2024-04-30 | Can you put English subs too 😢 please
ramunja.namunja | 2024-04-30 | 혼자 찜질방 사우나 불한증막 불가마 습식사우나 건식사우나 반신욕도 하고 다녀!막들어가 땀빼고!
cyc_0316 | 2024-04-29 | 배라가아니라베라에요
jiiiiiiiiiiiii1n | 2024-04-29 | 저 저번에 시아님 쑥고개에서 봤어요~ 같은 버스를 탔는데 너무 이쁘더라구요~~😍❤️
j_min_h_908 | 2024-04-29 | 많이 싱거울듯...
amaliavputri | 2024-04-29 | Not soft?
williamwoo0204 | 2024-04-28 | Wow, this is amazing. 😍😃😋
0_lovelin_0 | 2024-04-28 | 대박
_slm_117 | 2024-04-28 | OMG the chocolate one looks so yummy😋❤
jojo_gotmojo_ | 2024-04-28 | You are supposed to add water and respin it…
akirrrr45 | 2024-04-28 | ❤️
nisaws_.1 | 2024-04-28 | ❤️❤️
sunyatong12 | 2024-04-28 | 一番！！！"
2024-04-26,2만,(광고) 달콤왕가탕후루 컵과일 이모지 먹방! 신제품 컵과일 출시😭 65주,"#달콤왕가탕후루, #달왕탕, #탕후루, #왕가탕후루, #왕가탕후루서울벤처타운역점, #과일, #과일도시락, #생과일","kdg08612 | 2024-05-28 | @seo.j2n 나 오늘 톡톡시아 팔로우함
_fateme_sadat_98 | 2024-05-07 | Love
_fateme_sadat_98 | 2024-05-07 | ❤️❤️❤️
mnmn_knog_kond | 2024-05-06 | ㅇㅃㅊ 금지
_side.ozer | 2024-05-04 | Türk kanı var
ykillei | 2024-05-04 | 프로필이 귀여워요.❤️
__tothlss | 2024-04-28 | May we know your age??? 😍
popoon1954 | 2024-04-28 | 과일 너무좋아요^^
_fateme_sadat_98 | 2024-04-28 | ROSE
nurz9045 | 2024-04-28 | 😍
oyujin2767 | 2024-04-27 | 너무 맛나고 사장님이 친절하고 깨끗해요
oyujin2767 | 2024-04-27 | 너무 맛나요
oyujin2767 | 2024-04-27 | 너무 친절하고 깨끗하고
wangga_mangpo | 2024-04-27 | ❤️❤️❤️❤️
williamwoo0204 | 2024-04-26 | Wow. I prefer with yogurt. 😍😃😋
se0yx_n.3 | 2024-04-26 | 저 언니가 왕가탕후루 광고를 너무 많이해 저도 왕가탕후루 완죤 팬됫어용😂
_.l2tz | 2024-04-26 | ❤️❤️❤️❤️
baeggayun751 | 2024-04-26 | 시아 언니는 이쁘게 먹으니깐 광고가 많이 들어오지😍
aoaran | 2024-04-26 | @bobsongi @ji_mmnin @kkknahee @son.eunyoung
landking0121 | 2024-04-26 | 😄
_slm_117 | 2024-04-26 | I Love this asmr ❤❤
vip_of_asmae03 | 2024-04-26 | 👏😍😋😋"
2024-04-23,13.1만,여러분들이 좋아하는 BHC 최애 메뉴는?? 66주,"#toctocsia, #톡톡시아, #뿌링클, #치즈볼, #치로스, #mukbang, #먹방, #asmr","kko217kko | 2025-03-17 | 美味しそう🤤〜
yeonji00100 | 2025-01-26 | 츄릅!!
cy.w0324 | 2024-10-02 | 👏
p._.hjko | 2024-10-02 | 언제이렇게 컸어?
23.56.py | 2024-09-03 | kenapa udah gede aja
naappleee | 2024-08-31 | tanggung jawab, gue jadi kepengen.
minjoo_z | 2024-08-24 | @m_inzz 첨에나온 치로스 너가 딱 좋아할맛 먹어봐
kjy0.m31 | 2024-08-19 | 뿌링클
yyy_8014_t | 2024-07-18 | 好饿啊😢
rinradakhamphon | 2024-07-10 | 🦪🍖🥐
crazy_meatbuns | 2024-07-06 | You look like BABYMONSTER ASA!😮
sonjungmin__ | 2024-07-06 | @heoujin203 나도 사줫
x4zi7 | 2024-07-03 | 그럼 평점이 10/10인 사람은 없지, 하하😮
ekineomukiyowo | 2024-07-03 | angle kiri harga mati
ss.ero0 | 2024-07-02 | 뿌링클이요
luvvynaaaaa | 2024-07-01 | WAHH geMOYYY BNGT PAS LG MAKAN.
rain_ahceah | 2024-06-25 | 啊啊啊啊啊看起来真的很好吃
yukinyin1105 | 2024-06-25 | Where is BHC or is it only for take away?
yeowtongen | 2024-06-12 | 看起来很像很好吃
ricaoverjoyed | 2024-06-10 | @def.not.bobbie ganito sinasabi ko
menuka7051 | 2024-06-04 | I wish I was her
hrt._.mm.luv | 2024-05-31 | 다이어트 중인데..ㅎ
ndaarez | 2024-05-31 | YNG mau masuk ritsuki galeri bisa masuk lewat lini ini
nnn.1628_ | 2024-05-30 | 最初のやつ美味しそうすぎる
gabriellearroyoborja | 2024-05-26 | 마 그리 생각하고
rina1ur_pvt | 2024-05-23 | @marr.go33 это инаен в будущем ?
tr_saki05100612 | 2024-05-22 | タッパリってなんの意味ですか？
jingyou2305 | 2024-05-18 | She is living her live😢😢😢😢😢
om_ibrahim_j | 2024-05-13 | ❤️
khnsabitaa | 2024-05-10 | nahh mukbang cantik gini emg bestt
linyipeng05 | 2024-05-08 | 好漂亮💗
sk05.16au | 2024-05-08 | この子何歳なんだろう‼️
j_min14535 | 2024-05-06 | @lju03_21 뭐야 누나랑 비슷한데?
jaehyeok_king | 2024-05-05 | 시아님 1년전에 틱톡에서 봤을때 어려보이는 어른인줄알았는데 아직 학생이어서 놀랐음
bangtannnnnnnns09 | 2024-05-05 | @claretteeez essa moça é a sua cara juro
ykillei | 2024-05-04 | 져 그거 언제 먹어 봤어염❤️
godmother.1771 | 2024-05-03 | Why don't you give 10 out of 10 to any food? 😐😐
_tursynbaeeva_ | 2024-04-30 | 🎀~ASMR~🎀
morochawak | 2024-04-30 | Ooooohh como ha crecido 😮 recuerdo sus videos cuando era una niña, ahora es casi una mujer😮
neialsh | 2024-04-28 | @nctwish_official CHEESE BALL
min._.ho_11 | 2024-04-27 | 촬영후 남은건 가족끼리나먹었답니다~
nnnnnnnn_.14444 | 2024-04-27 | It's very delicious to eat.
ramunja.namunja | 2024-04-27 | 그런줄알고 주변정리 잘해두고 행동하세여!
